Site,SO1,SO2,SO3,SO4,R,C,Buff,Zeb,Sbl,Kud,Imp,Hum,AllPrey,Bound,Post
100_03,1,1,0,0,1.44,-0.11,-0.54,0,-1.26,0.59,1.03,-1.15,0.17,0.75,-1.57
100_04,0,0,0,0,1.38,0.68,-0.54,0.07,-1.15,0.59,0.88,-1.15,0.06,0.67,-1.47
100_05,1,1,1,0,0.95,0.54,-0.66,0,-1.26,0.52,1.03,-1.11,0.06,0.63,-1.41
100_06,1,1,.,.,1.23,-0.55,-0.66,0,-1.31,0.52,1.14,-1.06,0.06,0.57,-1.32
100_07,1,0,1,1,-0.54,0.47,1.36,0.77,-1.26,0.17,1.51,-1.19,1.03,0.96,-1.81
100_08,0,0,.,.,0.38,-0.37,-0.08,0.07,-1.26,0.52,1.21,-1.24,0.39,0.98,-1.71
100_09,1,1,1,1,-0.71,-0.48,2,1.15,-1.31,-0.04,1.69,-1.15,1.36,0.99,-1.8
100_10,1,0,0,0,-0.7,0.21,1.59,0.84,-1.1,-0.32,1.43,-1.19,1.03,0.95,-1.82
100_11,0,0,1,1,-0.89,0.25,1.65,0.92,-0.88,-0.11,1.21,-1.15,1.03,0.87,-1.75
100_12,1,0,1,1,-0.55,0.83,1.19,0.69,-0.73,-0.39,0.85,-1.15,0.6,0.8,-1.63
100_13,1,1,1,1,-0.74,-0.08,1.76,1,-1.2,-0.25,1.54,-1.06,1.14,0.71,-1.51
100_14,1,0,0,0,-0.83,-0.08,1.13,0.69,-1.15,0.03,1.32,-1.06,0.82,0.66,-1.41
100_15,0,0,1,.,-0.44,0.29,-0.26,0.15,-0.88,0.17,0.66,-1.11,0.06,0.65,-1.34
100_16,1,1,1,1,-0.71,-0.48,2,1.15,-1.31,-0.04,1.69,-1.15,1.36,0.99,-1.8
100_17,0,0,0,0,-0.87,-0.37,1.94,1.07,-1.2,0.1,1.62,-1.15,1.36,1.07,-1.67
100_18,0,0,.,.,-0.94,-0.15,2.11,1.23,-1.1,0.1,1.58,-1.15,1.47,1.13,-1.58
100_19,0,0,0,0,0.05,-0.26,1.01,0.46,-1.1,0.31,1.21,-1.24,0.82,1.2,-1.47
100_20,0,0,0,0,-0.12,0.54,0.15,0.3,-0.67,0.1,0.41,-1.06,0.17,0.59,-1.24
100_21,0,0,0,0,-0.7,1.27,1.42,0.92,-0.46,-0.89,0.55,-0.97,0.6,0.5,-1.14
101_01,0,0,0,0,1.47,-0.44,-0.72,0.07,-1.26,0.52,1.03,-1.02,0.06,0.49,-1.2
101_02,0,0,1,1,0.64,0.14,-0.89,0,-1.15,0.38,0.85,-0.97,-0.04,0.42,-1.08
101_03,0,0,1,1,-0.1,-0.51,-0.14,0.3,-1.15,0.31,1.03,-0.93,0.28,0.35,-0.96
101_04,1,1,1,1,-0.44,-0.44,1.13,0.84,-1.2,-0.04,1.43,-0.8,0.93,0.28,-0.85
101_05,1,1,0,1,-0.64,-0.66,1.65,1.23,-1.15,0.17,1.47,-0.71,1.25,0.21,-0.71
101_06,1,1,1,0,-0.76,0.07,1.76,1.3,-1.26,0.1,1.58,-0.57,1.36,0.13,-0.58
101_07,1,1,1,1,-0.52,-1.2,1.76,1.38,-1.42,0.1,1.73,-0.44,1.36,0.05,-0.44
101_08,0,0,0,0,-0.85,0.39,1.65,1.07,-0.94,-0.75,1.25,-0.84,0.93,0.42,-1.02
101_09,0,0,0,1,-0.93,-0.37,1.94,1.3,-1.1,-0.39,1.54,-0.75,1.25,0.34,-0.9
101_10,1,1,1,1,-0.91,-0.99,2,1.38,-1.2,0.03,1.62,-0.66,1.36,0.26,-0.77
101_11,1,1,0,1,-0.97,-1.28,2.05,1.46,-1.42,-0.11,1.76,-0.53,1.36,0.19,-0.65
101_12,1,1,1,.,-1.02,-1.13,2.05,1.54,-1.31,0.1,1.73,-0.49,1.47,0.12,-0.54
102_01,1,1,0,1,1.06,-0.91,-0.72,-0.31,-0.57,0.73,0.55,-0.31,0.06,-0.32,0.06
102_02,0,0,0,1,0.13,-0.7,-0.78,-0.31,-0.62,0.73,0.59,-0.22,-0.04,-0.36,0.11
102_03,0,0,0,0,0.58,-1.46,-0.6,-0.24,-0.83,0.73,0.96,-0.18,0.17,-0.39,0.16
102_04,0,0,0,0,1.37,-0.62,-0.78,-0.24,-0.51,0.73,0.44,-0.13,-0.04,-0.43,0.22
102_05,1,0,0,0,0.47,0.07,-0.83,-0.24,-0.2,0.73,-0.1,-0.13,-0.26,-0.47,0.3
102_06,0,1,0,1,-0.64,0.9,-0.95,-0.31,-0.04,0.73,-0.32,-0.09,-0.37,-0.51,0.37
102_07,1,1,0,1,-0.93,-0.66,-0.6,-0.16,-0.62,0.73,0.66,0.09,0.06,-0.55,0.46
102_08,1,1,1,1,-0.65,-0.19,-0.31,0,-0.73,0.73,0.96,0.18,0.28,-0.58,0.54
102_09,1,1,1,0,-0.91,-0.51,0.61,0.38,-0.57,0.73,0.88,0.22,0.71,-0.6,0.63
102_10,1,1,0,0,0.12,-0.22,-0.31,0,-0.46,0.73,0.44,0.22,0.17,-0.61,0.72
103_01,1,1,1,1,-0.84,-0.48,1.82,0.77,-0.3,0.73,1.4,1.86,1.57,-0.96,1.07
103_02,1,1,1,1,-0.93,-0.84,1.71,0.77,-0.51,0.73,1.54,1.91,1.47,-1.01,1.14
103_03,1,1,0,1,-0.79,-0.37,1.59,0.84,-0.35,0.73,1.4,1.95,1.47,-1.07,1.22
103_04,0,0,0,0,-0.96,-0.62,1.71,1.07,-0.35,0.73,1.4,2,1.57,-1.13,1.3
103_05,0,0,.,.,-0.64,-0.51,1.01,0.69,-0.46,0.8,1.36,1.95,1.14,-1.13,1.31
103_06,1,1,0,0,0.17,-0.66,-0.14,0.15,-0.57,0.8,1.18,1.91,0.6,-1.14,1.34
103_07,0,0,.,.,1,-0.77,-1.12,-0.39,-0.41,0.8,0.7,1.86,-0.04,-1.13,1.34
105_01,1,0,0,0,-0.93,-1.24,-0.78,-0.93,-0.57,0.8,1.03,1.86,0.06,-0.82,1.71
105_02,0,0,1,1,-0.86,-0.48,-1.01,-0.93,-0.46,0.8,0.85,1.86,-0.04,-0.82,1.77
105_03,0,0,0,0,-0.28,-1.02,-1.01,-0.85,-0.62,0.8,1.1,1.95,-0.04,-0.88,1.85
105_04,1,1,1,1,0.42,-0.88,-1.18,-0.85,-0.46,0.8,0.85,2,-0.15,-0.93,1.93
105_05,1,1,0,0,1.36,-1.46,-1.12,-0.7,-0.73,0.8,1.14,2.04,0.06,-0.99,2.01
105_06,0,0,0,0,1.41,-1.06,-1.18,-0.54,-0.46,0.8,0.85,2.08,-0.04,-1.06,2.1
105_07,0,1,1,0,0.52,-0.62,-1.18,-0.39,-0.35,0.8,0.66,2.13,-0.04,-1.13,2.21
105_08,0,0,0,0,-0.22,-0.3,-0.37,0.23,-0.62,0.8,1.18,2.26,0.5,-1.21,2.32
110_01,0,0,0,0,0.16,0.14,-0.31,1.38,0.6,-0.75,-0.76,-0.13,-0.04,-1.06,-0.66
110_02,0,0,0,0,0.18,1.12,-0.54,1.15,0.81,-1.24,-1.06,-0.13,-0.37,-1.02,-0.53
110_03,0,0,0,0,-0.3,0.58,0.15,1.38,0.81,-0.46,-0.95,-0.13,0.17,-0.95,-0.4
110_04,0,0,1,1,-0.57,1.27,0.03,1.23,0.92,-0.96,-1.13,-0.09,-0.15,-0.91,-0.27
110_05,0,0,1,1,0.42,1.78,-0.49,0.92,1.02,-1.17,-1.28,-0.09,-0.47,-0.9,-0.14
110_06,0,0,0,0,1.36,1.45,-0.37,1,0.92,-0.75,-1.17,-0.04,-0.26,-0.9,0
110_07,1,1,1,1,0.91,1.7,-0.26,1,0.97,-0.68,-1.2,0,-0.26,-0.9,0.11
110_08,1,1,1,1,0.46,1.92,0.09,1.07,1.18,-0.61,-1.31,-0.04,-0.04,-0.86,0.24
110_09,1,1,1,1,0.27,1.63,0.09,1,0.97,-1.03,-1.17,0.09,-0.15,-0.79,0.38
110_10,0,0,.,.,-0.05,1.34,0.03,0.92,0.86,-1.1,-1.06,0.18,-0.26,-0.76,0.47
112_01,0,0,0,0,0.76,-0.95,-0.02,0.23,0.28,-0.61,-0.18,-0.62,-0.04,0.75,0.93
112_02,0,0,0,0,0.16,-1.24,0.38,0.38,0.18,-0.46,0.12,-0.57,0.28,0.77,0.99
112_03,0,0,.,.,-0.28,-1.35,0.15,0.3,0.12,-0.61,0.15,-0.57,0.17,0.79,1.04
112_04,1,1,1,1,-0.4,-0.59,0.26,0.38,0.33,-0.25,-0.21,-0.31,0.17,0.69,1.71
112_05,1,0,1,0,-0.92,-0.37,0.49,0.46,0.39,-0.32,-0.29,-0.4,0.28,0.73,1.57
112_06,0,0,0,0,-0.82,-0.7,0.49,0.46,0.39,-0.32,-0.25,-0.44,0.28,0.75,1.45
113_01,0,0,0,1,-0.98,-0.59,1.13,0.53,0.07,-0.39,0.44,-0.97,0.71,1.45,0.64
113_02,0,1,.,.,-1.02,-0.7,1.07,0.53,0.07,-0.39,0.48,-0.93,0.71,1.39,0.7
114_01,1,0,0,0,-0.73,-1.39,1.01,0.38,0.28,0.03,0.08,-1.02,0.6,1.89,1.15
114_02,0,0,0,0,-0.78,-0.88,0.84,0.3,0.28,-0.32,0.01,-1.06,0.39,1.96,1.08
114_03,0,1,1,1,-0.84,-0.81,0.73,0.23,0.33,-0.18,-0.1,-1.11,0.39,2.03,1.01
114_04,0,1,1,1,-0.99,-1.13,0.78,0.23,0.39,-0.04,-0.21,-1.15,0.39,2.11,1.02
114_06,0,0,0,0,-0.13,-1.35,0.38,0.07,0.07,-0.18,0.19,-1.19,0.28,2.01,0.32
114_07,1,1,1,0,0.95,-0.73,0.26,0.07,0.28,0.17,-0.25,-1.24,0.17,2,0.2
114_08,1,1,1,1,-0.95,-0.88,1.3,0.53,0.23,-1.03,0.3,-1.02,0.6,1.68,0.52
114_09,1,0,1,1,-0.77,-1.13,1.01,0.46,0.12,-0.96,0.37,-1.02,0.5,1.59,0.53
115_01,1,1,0,0,-0.97,-0.91,0.55,0.07,0.28,-0.25,-0.07,-1.15,0.28,2.22,0.99
115_02,1,1,1,1,-0.87,-0.48,0.26,-0.08,0.12,-0.61,0.12,-1.15,0.06,2.28,0.91
115_03,1,0,0,1,-0.33,-0.48,0.26,-0.08,0.33,-0.68,-0.21,-1.19,-0.04,2.33,0.83
115_04,1,1,1,1,0.09,-0.55,0.73,0.15,0.12,-0.32,0.26,-1.19,0.39,2.38,0.74
115_05,1,1,1,1,-0.77,-0.91,1.19,0.38,0.12,-0.46,0.37,-1.24,0.6,2.42,0.66
115_06,1,1,1,1,-0.89,-0.62,0.61,0.07,0.28,-0.75,0.01,-1.24,0.17,2.52,0.77
115_07,0,1,1,0,-0.78,-1.39,0.67,0.15,0.12,-0.18,0.19,-1.24,0.39,2.45,0.67
115_08,1,1,0,0,-0.56,-1.1,0.44,0.07,0.23,-0.11,-0.03,-1.24,0.28,2.37,0.57
116_01,0,0,0,0,2.5,-1.6,-0.08,-0.08,0.02,-0.32,0.19,-1.24,0.06,1.85,-0.25
116_02,1,0,1,1,2.57,-1.28,-0.14,-0.08,0.02,-0.32,0.19,-1.24,0.06,1.94,-0.14
116_03,0,0,0,1,2.33,-0.99,-0.02,-0.08,0.07,-0.18,0.08,-1.24,0.06,2.01,-0.02
116_04,1,1,1,1,1.53,-0.51,0.15,0,0.23,0.03,-0.1,-1.24,0.17,2.09,0.11
116_05,1,1,.,.,0.55,-0.7,0.09,-0.08,0.07,0.17,-0.07,-1.24,0.06,2.15,0.21
116_06,1,1,1,1,-0.6,-1.13,0.73,0.07,-1.04,0.45,1.18,-1.24,0.6,2.22,0.33
116_07,0,0,0,0,-0.79,-0.66,1.24,0.38,-0.3,0.03,0.77,-1.24,0.82,2.3,0.42
116_09,1,1,1,1,-0.82,-1.31,0.96,0.3,0.18,-0.18,0.26,-1.24,0.6,2.45,0.75
116_10,1,1,1,1,-0.95,-0.77,1.07,0.38,0.39,-0.32,-0.07,-1.24,0.5,2.39,0.63
117_01,1,1,1,1,-0.77,-0.11,2.11,1.15,-1.47,-0.18,1.8,-1.11,1.36,1.32,-1.24
117_02,1,1,1,1,-0.94,0.54,2.05,1,-1.42,-0.11,1.76,-1.15,1.36,1.36,-1.15
117_03,1,1,1,1,-0.92,-0.33,1.94,0.92,-1.31,-0.04,1.65,-1.15,1.25,1.42,-1.03
117_04,1,1,1,0,-0.86,-0.26,2.05,1,-1.42,-0.18,1.8,-1.11,1.25,1.49,-0.91
117_05,1,0,1,1,-0.77,-0.73,2,0.92,-1.36,-0.04,1.73,-1.15,1.25,1.56,-0.8
117_06,0,0,.,.,-0.97,-0.55,1.82,0.84,-1.26,-0.11,1.65,-1.15,1.14,1.6,-0.71
117_07,0,0,0,0,-0.85,0.14,1.01,0.3,-0.88,0.03,0.96,-1.19,0.6,1.65,-0.62
117_08,1,0,0,0,-0.93,-0.37,0.78,0.23,-1.15,0.1,1.25,-1.19,0.6,1.7,-0.52
117_09,1,0,0,0,-0.29,-0.95,0.38,0.07,-1.2,0.45,1.21,-1.24,0.5,1.77,-0.42
117_10,1,0,1,1,-0.76,-0.77,0.84,0.23,-1.26,0.31,1.4,-1.19,0.71,1.8,-0.35
117_11,1,1,1,1,-0.98,-0.22,0.9,0.23,-1.15,0.1,1.29,-1.19,0.71,1.85,-0.25
118_01,0,0,0,0,1.25,-0.99,-0.37,0,-1.15,0.59,0.96,-1.24,0.17,1.02,-1.61
118_02,0,0,0,0,1.89,0.21,-0.72,-0.16,-1.15,0.45,0.85,-1.24,-0.04,1.07,-1.47
118_03,0,0,0,0,2.01,-0.15,-0.54,-0.16,-1.26,0.59,1.03,-1.19,0.06,1.13,-1.34
118_04,0,0,0,0,2.23,0.43,-0.66,-0.24,-1.15,0.52,0.88,-1.19,-0.04,1.18,-1.2
118_05,0,0,0,0,1.43,-0.44,-0.72,-0.24,-1.1,0.52,0.81,-1.19,-0.04,1.2,-1.09
118_06,0,0,1,1,1.33,-0.62,-0.66,-0.24,-0.99,0.52,0.63,-1.19,-0.04,1.24,-0.96
118_07,0,0,0,1,1.72,0.03,-0.78,-0.31,-0.83,0.52,0.41,-1.19,-0.15,1.28,-0.83
118_08,0,0,0,0,1.14,-0.44,-0.78,-0.31,-0.88,0.24,0.7,-1.19,-0.15,1.34,-0.69
118_09,0,1,1,0,-1.01,-0.59,2.34,1.38,-1.42,-0.11,1.84,-1.11,1.47,1.24,-1.39
121_01,0,0,0,1,2.44,-0.04,-0.89,-0.24,-0.46,0.73,0.26,0.31,-0.15,-0.64,0.93
121_02,1,1,1,1,1.93,0.29,-1.06,-0.31,-0.25,0.73,-0.07,0.36,-0.26,-0.67,1.04
121_03,1,1,1,1,1.22,-0.48,-1.01,-0.31,-0.57,0.73,0.44,0.44,-0.15,-0.69,1.11
121_04,1,1,0,1,0.69,0.03,-1.06,-0.39,-0.35,0.73,0.15,0.4,-0.26,-0.71,1.02
121_05,1,0,1,1,-0.52,-1.24,-0.72,-0.24,-0.83,0.73,0.92,0.4,0.17,-0.7,0.92
121_06,1,1,1,0,-0.4,-0.73,-0.95,-0.39,-0.73,0.73,0.74,0.36,-0.04,-0.69,0.82
121_07,0,0,1,1,0.29,1.19,-1.47,-0.7,-0.09,0.59,-0.4,0.18,-0.69,-0.66,0.72
121_08,1,1,1,0,-0.75,-1.31,-0.83,-0.39,-1.04,0.73,1.18,0.27,0.06,-0.62,0.63
121_09,0,1,1,.,-0.74,-1.28,-0.95,-0.54,-1.1,0.66,1.29,0.22,0.06,-0.58,0.56
122_01,1,1,1,1,0.67,0.25,-1.35,-0.7,-0.51,0.66,0.3,0,-0.37,-0.52,0.47
122_02,1,1,1,1,1.89,-0.15,-1.29,-0.77,-0.57,0.66,0.44,-0.04,-0.37,-0.46,0.39
122_03,1,1,1,1,2.96,1.01,-1.53,-0.93,-0.2,0.59,-0.21,-0.18,-0.69,-0.4,0.32
122_04,1,1,1,1,2.58,0.39,-1.29,-0.7,-0.35,0.66,0.08,-0.22,-0.47,-0.35,0.26
122_05,1,1,1,.,1.96,-0.01,-1.29,-0.62,-0.57,0.66,0.41,-0.18,-0.37,-0.39,0.21
122_06,1,0,0,0,2.62,1.27,-1.41,-0.08,-0.51,-0.11,-0.21,-0.22,-0.69,-0.4,0.3
123_01,1,0,0,0,1.48,-1.57,-1.12,-0.93,-0.73,0.8,1.21,1.55,-0.04,-0.87,0.8
123_02,0,0,0,0,2.43,-1.53,-1.12,-1.08,-0.73,0.8,1.21,1.51,-0.04,-0.79,0.84
123_03,0,0,0,0,1.6,-1.02,-1.18,-1.16,-0.78,0.8,1.21,1.51,-0.15,-0.71,0.88
123_04,1,1,0,0,0.66,-1.42,-1.29,-1.24,-0.78,0.8,1.21,1.46,-0.15,-0.62,0.96
123_05,0,0,0,0,0.4,-1.53,-1.24,-1.24,-0.78,0.8,1.25,1.46,-0.15,-0.56,1.05
123_06,0,0,0,0,0.36,-1.46,-1.18,-1.24,-0.73,0.8,1.21,1.51,-0.15,-0.53,1.18
123_07,0,0,0,0,-0.52,-1.39,-0.83,-1.01,-0.73,0.8,1.25,1.6,0.06,-0.6,1.31
123_08,0,0,0,0,-0.71,-0.95,-0.54,-0.93,-0.57,0.8,1.1,1.73,0.17,-0.68,1.45
123_09,0,0,0,0,-0.46,-0.51,-0.54,-0.93,-0.46,0.8,0.99,1.77,0.17,-0.75,1.56
124_01,1,1,1,1,-0.37,-1.46,-0.6,-0.7,-0.83,0.8,1.43,1.73,0.28,-0.92,0.99
124_02,1,0,0,0,-0.78,-1.42,-0.6,-0.54,-0.83,0.8,1.43,1.77,0.28,-0.95,1.1
124_03,0,1,0,0,-0.54,-1.53,0.21,-0.08,-0.78,0.8,1.51,1.86,0.71,-0.98,1.22
124_04,0,0,0,0,-0.69,-1.53,0.15,0.07,-0.78,0.8,1.51,1.91,0.71,-1.02,1.33
124_05,1,0,0,0,0,-1.53,-0.37,0.15,-0.62,0.8,1.21,1.91,0.5,-1.08,1.44
124_06,0,0,1,0,-0.39,-1.42,-0.43,0.46,-0.62,0.8,1.21,1.95,0.6,-1.15,1.56
124_07,0,0,0,0,-0.6,-0.81,-0.54,1,-0.83,0.8,1.43,2.04,0.71,-1.21,1.69
124_08,0,0,.,.,0.22,-1.06,-1.81,-0.31,-2.21,0.45,1.03,2.44,-1.12,-1.24,1.79
127_01,1,1,1,1,0.98,1.81,-1.01,-0.39,1.29,0.59,-1.2,1.29,-0.37,-1.15,0.3
127_02,1,1,0,1,-0.42,1.74,-0.95,-0.54,1.34,0.59,-1.24,1.2,-0.37,-1.07,0.36
127_03,1,1,1,1,-0.18,1.56,-0.89,-0.62,1.29,0.66,-1.2,1.2,-0.37,-0.99,0.45
127_04,1,1,1,1,0.1,1.78,-0.54,-0.54,1.39,0.73,-1.31,1.15,-0.26,-0.93,0.55
128_01,0,0,0,1,-0.18,1.05,0.09,0.92,0.92,-0.82,-1.09,0.13,-0.15,-0.69,0.6
128_02,0,0,1,0,0.01,1.38,-0.26,0.77,0.92,-0.96,-1.17,0.09,-0.37,-0.62,0.72
128_03,1,1,1,0,0.41,1.67,-0.26,0.69,1.08,-0.82,-1.31,0,-0.26,-0.53,0.85
128_04,1,1,1,0,-0.72,1.45,-0.14,-0.47,1.34,0.73,-1.24,1.24,-0.15,-0.85,0.65
128_05,1,1,0,0,0.16,1.38,-0.31,-0.62,1.34,0.73,-1.24,1.2,-0.26,-0.77,0.74
128_06,0,0,1,0,0.66,1.85,-0.66,-0.93,1.39,0.66,-1.28,1.2,-0.47,-0.7,0.86
128_07,0,0,0,0,0.24,1.88,-0.78,-1.01,1.39,0.59,-1.31,1.15,-0.47,-0.61,0.98
128_08,0,0,1,1,-0.59,1.08,-0.08,-0.77,1.29,0.66,-1.13,1.24,-0.15,-0.53,1.09
129_01,0,0,0,0,0.53,1.52,-0.02,0.77,1.08,-0.68,-1.28,0,-0.15,-0.45,0.97
129_02,0,0,0,1,0.95,1.41,-0.02,0.69,0.97,-0.68,-1.17,0.05,-0.26,-0.36,1.1
129_03,0,1,0,0,1.21,1.67,-0.37,0.46,0.97,-1.17,-1.2,0.05,-0.47,-0.28,1.22
129_04,0,0,0,0,1.77,0.61,-0.02,0.46,0.86,-0.04,-1.02,0.05,-0.04,-0.2,1.36
130_01,0,0,0,0,1.94,0.36,-0.02,0.23,0.81,-0.32,-0.98,-0.4,-0.15,0.8,2.01
130_02,0,1,0,1,0.69,0.21,0.32,0.38,0.55,-0.25,-0.62,-0.31,0.06,0.77,1.92
130_03,1,1,1,1,0.17,-1.02,0.44,0.46,0.28,-0.32,-0.1,-0.26,0.28,0.71,1.87
130_04,0,1,.,.,0.25,-0.59,0.09,0.3,0.23,-0.32,-0.14,-0.26,0.06,0.68,1.81
131_01,1,1,1,1,-1.03,-0.08,0.84,0.38,0.49,-0.46,-0.36,-0.84,0.28,1.54,1.43
131_02,1,0,1,0,-1.02,-0.15,0.9,0.38,0.44,-0.75,-0.29,-0.75,0.28,1.46,1.53
131_03,0,1,0,1,-1.01,-0.37,0.9,0.38,0.39,-1.1,-0.18,-0.66,0.17,1.37,1.61
131_04,1,1,1,1,-1.01,0.21,1.01,0.53,0.44,-0.82,-0.21,-0.62,0.39,1.28,1.69
131_05,1,1,1,1,-1.03,-0.15,0.9,0.46,0.33,-0.75,-0.07,-0.53,0.39,1.19,1.79
131_06,1,0,0,0,-0.46,-1.24,1.42,0.84,0.39,0.03,-0.07,-0.49,0.82,1.11,1.9
131_07,0,1,1,1,0.72,-1.13,1.19,0.69,0.39,-0.18,-0.07,-0.35,0.6,1.03,2.02
131_08,1,0,0,0,1.9,0.14,0.96,0.61,0.39,-0.04,-0.18,-0.35,0.5,0.98,2.1
131_09,1,1,1,0,2.88,0.03,0.55,0.46,0.65,-0.04,-0.73,-0.4,0.17,0.91,2.05
132_01,1,1,1,1,1.06,-1.06,0.49,0.23,0.39,0.03,-0.29,-0.93,0.28,1.65,1.49
132_02,1,1,1,1,2.01,-0.51,0.38,0.15,0.55,-0.04,-0.58,-0.93,0.06,1.69,1.55
132_03,1,1,1,1,2.09,-0.08,0.49,0.15,0.65,-0.39,-0.73,-0.93,0.06,1.76,1.57
132_04,1,1,1,1,1.97,0.54,0.26,0,0.76,-0.54,-0.91,-0.97,-0.15,1.83,1.61
132_05,1,0,0,0,1.98,1.12,0.21,0,0.92,-0.68,-1.09,-1.02,-0.26,1.9,1.66
132_06,0,1,1,1,1.4,0.03,0.32,0.07,0.71,-0.25,-0.8,-0.97,-0.04,1.96,1.72
132_07,1,1,1,0,0.65,-0.51,0.61,0.15,0.49,-0.18,-0.43,-0.97,0.17,2.03,1.71
132_08,1,1,1,1,1.24,-0.77,0.78,0.23,0.39,-0.04,-0.25,-1.02,0.39,2.03,1.63
132_09,0,0,0,1,2.1,0.76,0.15,0,0.76,-0.39,-0.95,-1.06,-0.15,2.01,1.51
132_10,1,1,1,1,1.18,0.25,0.26,0,0.65,-0.32,-0.76,-1.06,-0.04,1.96,1.4
133_01,1,1,1,.,-0.73,-1.6,1.53,0.53,0.12,-0.39,0.52,-1.11,0.93,2.33,1.33
134_01,0,0,1,0,-0.98,0.03,1.19,0.3,-0.04,-0.32,0.19,-1.24,0.5,2.23,0.32
134_02,0,0,0,0,-0.99,0.61,1.3,0.38,0.55,-1.87,-0.32,-1.19,0.06,2.3,0.44
134_03,0,0,0,1,-1.01,1.19,1.36,0.46,0.81,-1.87,-0.69,-1.24,0.06,2.37,0.55
134_04,0,1,1,1,-0.86,1.05,1.36,0.46,0.86,-1.24,-0.87,-1.24,0.17,2.44,0.66
134_05,1,0,.,.,-0.39,-0.37,1.3,0.46,0.49,-0.54,-0.25,-1.24,0.5,2.5,0.75
135_01,1,1,1,0,-0.89,-0.81,0.84,0.15,-1.26,0.24,1.4,-1.19,0.71,1.97,-0.06
135_02,0,0,.,.,-0.32,-1.5,0.67,0.07,-1.31,0.52,1.36,-1.19,0.6,2.02,0
135_03,1,0,0,1,-0.89,-0.77,0.84,0.15,-1.26,0.24,1.4,-1.19,0.71,1.97,-0.06
135_04,0,1,1,0,-0.29,-1.39,0.49,0.07,-1.26,0.52,1.29,-1.24,0.6,2.04,0.02
135_05,0,0,0,0,-0.45,-1.24,0.49,0,-1.2,0.59,1.21,-1.24,0.6,2.12,0.12
135_06,1,0,0,.,-0.83,-0.62,1.01,0.23,-0.94,0.38,1.03,-1.24,0.71,2.17,0.22
136_01,0,0,1,0,1.74,0.25,-0.6,-0.31,0.44,-1.31,-0.62,-1.06,-0.69,1.6,0.41
136_02,0,0,0,0,2.06,0.47,-0.49,-0.24,0.65,-0.89,-0.84,-1.15,-0.58,1.66,0.29
136_03,0,0,0,0,2.66,0.36,-0.43,-0.16,0.55,-0.82,-0.69,-1.15,-0.47,1.67,0.16
136_04,0,1,1,0,3.17,-0.15,-0.26,-0.08,0.28,-0.54,-0.32,-1.15,-0.26,1.61,0.02
136_05,0,0,0,1,2.72,-0.44,-0.2,0,0.18,-0.46,-0.1,-1.15,-0.15,1.55,-0.11
136_06,1,1,1,1,2.02,-0.91,-0.2,0,0.12,-0.39,0.01,-1.15,-0.04,1.5,-0.25
136_07,1,1,1,0,1.43,-0.26,-0.37,-0.08,0.12,-0.82,-0.03,-1.15,-0.26,1.46,-0.38
136_08,0,0,0,0,1.05,-0.11,-0.43,-0.08,0.23,-0.89,-0.18,-1.15,-0.37,1.42,-0.51
140_01,1,1,1,1,1.7,-0.48,-1.12,-0.54,-0.67,0.66,0.59,-0.13,-0.15,-0.48,0.15
140_02,1,1,1,0,1.11,-0.55,-1.12,-0.47,-0.73,0.73,0.66,-0.09,-0.15,-0.56,0.12
140_03,0,1,1,1,1.04,-0.19,-1.01,-0.31,-0.94,0.73,0.99,-0.04,0.06,-0.63,0.09
140_04,1,1,1,0,1.48,0.36,-1.01,-0.24,-1.1,0.73,1.21,0.05,0.06,-0.7,0.06
140_06,1,1,0,0,1.32,-0.66,-0.89,0.84,-1.52,0.38,1.36,-0.13,0.28,-0.97,-0.75
140_07,0,1,1,0,0.69,0.03,-0.83,0.77,-1.42,0.38,1.29,-0.13,0.28,-0.91,-0.63
140_08,1,1,1,1,-0.66,-0.01,-0.54,0.92,-1.36,0.52,1.25,-0.13,0.39,-0.84,-0.52
140_09,1,0,0,1,-0.85,-0.3,-0.02,1.07,-1.31,0.45,1.29,-0.09,0.6,-0.78,-0.39
141_01,1,1,1,1,0.18,0.07,-1.06,-0.16,-1.15,0.73,1.32,0.13,0.06,-0.79,0.05
141_02,1,1,1,.,-0.74,-1.13,-0.95,0,-1.15,0.73,1.32,0.18,0.17,-0.86,0.04
141_03,1,1,1,1,-0.94,-0.84,-0.72,0.15,-1.1,0.73,1.25,0.22,0.28,-0.92,0.06
141_04,1,1,1,1,-0.54,-1.24,-0.95,0.15,-1.15,0.73,1.32,0.31,0.17,-1.01,0.06
141_05,0,0,1,1,-0.01,-1.13,-0.6,0.46,-0.99,0.73,1.18,0.36,0.39,-1.09,0.07
141_07,0,1,1,1,0.1,-1.2,0.21,1.69,-1.04,0.59,0.92,0.22,0.82,-1.12,-0.02
141_08,1,1,0,1,-0.2,-1.39,0.26,1.69,-1.26,0.45,1.29,0.27,0.82,-1.12,-0.15
141_09,1,0,1,0,-0.7,-1.64,0.55,1.77,-1.52,0.17,1.62,0.36,0.93,-1.12,-0.27
141_10,1,1,0,0,-0.77,-1.6,0.55,1.69,-1.57,0.17,1.65,0.27,0.93,-1.09,-0.37
147_01,1,1,1,0,-0.69,1.88,-0.37,-1.31,1.45,0.66,-1.35,0.98,-0.37,0.23,2.04
147_02,0,0,0,0,0.01,1.81,-0.54,-1.39,1.45,0.73,-1.35,0.93,-0.47,0.29,2.11
